"X.Field.tID"	"tText"	"Handle"	"ReceivedTimePT"	"NumTweets"	"NumTweetsWeighted"	"DateAggregationKeys"	"Flags"	"NFPPrediction"	"date"
"1934"	502434306862907392	"@squawkstreet #nailthenumber 310,000 9\/5\/14 jobs number for aug, 2014."	"@jwoger"	"8/21/2014 5:37:28 AM"	1	0	"HourId:2014082105,DayId:20140821,WeekId:201434,MonthId:201408"	"IsVerified:false"	310	"8/21/2014"
"1935"	505022443522908160	"joel naroff: august #nfp could be 275,000. #nfpguesses #happylaborday"	"@ariquier"	"8/28/2014 9:01:48 AM"	1	6.07304453410041	"HourId:2014082809,DayId:20140828,WeekId:201435,MonthId:201408"	"IsVerified:false"	275	"8/28/2014"
"1936"	506761416716845056	"@squawkstreet   233,000 #nailthenumber"	"@dennisjcnj"	"9/2/2014 4:11:51 AM"	1	0	"HourId:2014090204,DayId:20140902,WeekId:201436,MonthId:201409"	"IsVerified:false"	233	"9/2/2014"
"1937"	506776136849043456	"@squawkstreet #nailthenumber 317,000"	"@wayno2424"	"9/2/2014 5:10:21 AM"	1	0	"HourId:2014090205,DayId:20140902,WeekId:201436,MonthId:201409"	"IsVerified:false"	317	"9/2/2014"
"1938"	506799604692951040	"@squawkstreet #nailthenumber 250,000 august jobs."	"@davidwmorris1"	"9/2/2014 6:43:36 AM"	1	0	"HourId:2014090206,DayId:20140902,WeekId:201436,MonthId:201409"	"IsVerified:false"	250	"9/2/2014"
"1939"	506799725178552320	"238,000 @squawkstreet #nailthenumber #nfp"	"@4xtr8r"	"9/2/2014 6:44:05 AM"	1	5.57594910314632	"HourId:2014090206,DayId:20140902,WeekId:201436,MonthId:201409"	"IsVerified:false"	238	"9/2/2014"
"1940"	506805652019482624	"@squawkstreet 237k #nailthenumber"	"@craigscott31"	"9/2/2014 7:07:38 AM"	1	6.58617165485467	"HourId:2014090207,DayId:20140902,WeekId:201436,MonthId:201409"	"IsVerified:false"	237	"9/2/2014"
"1941"	506805907574251520	"@squawkstreet non farm payrolls 263,000 for august. #nailthenumber"	"@striderelass"	"9/2/2014 7:08:39 AM"	1	4.61512051684126	"HourId:2014090207,DayId:20140902,WeekId:201436,MonthId:201409"	"IsVerified:false"	263	"9/2/2014"
"1942"	506813276307869696	"@squawkstreet #nailthenumber 245,000"	"@gdeav7953"	"9/2/2014 7:37:55 AM"	1	0.693147180559945	"HourId:2014090207,DayId:20140902,WeekId:201436,MonthId:201409"	"IsVerified:false"	245	"9/2/2014"
"1943"	506822648278421504	"@squawkcnbc #nailthenumber @squawkstreet  252,000"	"@bceagle1974"	"9/2/2014 8:15:10 AM"	1	4.47733681447821	"HourId:2014090208,DayId:20140902,WeekId:201436,MonthId:201409"	"IsVerified:false"	252	"9/2/2014"
"1944"	506838119048421376	"@squawkstreet we look and see a nfp increase of 218k #nailthenumber"	"@lookstarter"	"9/2/2014 9:16:38 AM"	1	3.76120011569356	"HourId:2014090209,DayId:20140902,WeekId:201436,MonthId:201409"	"IsVerified:false"	218	"9/2/2014"
"1945"	506842259086913536	"@squawkstreet #nailthenumber 198000 jobs"	"@grunegrout"	"9/2/2014 9:33:05 AM"	1	2.70805020110221	"HourId:2014090209,DayId:20140902,WeekId:201436,MonthId:201409"	"IsVerified:false"	198	"9/2/2014"
"1946"	506846440350420992	"linkup forecasting 310,000 jobs gained in august - well above consensus. fall looks good too - http:\/\/t.co\/xxaujwgkdy #nfpguesses #jobsdata"	"@tobydayton"	"9/2/2014 9:49:42 AM"	1	8.26616443661249	"HourId:2014090209,DayId:20140902,WeekId:201436,MonthId:201409"	"IsVerified:false"	310	"9/2/2014"
"1947"	506863126898556928	"sign up for linkup's august job report webinar september 3rd at 10 am cst with linkup ceo @tobydayton. #nfpguesses http:\/\/t.co\/agaa1n2v3q"	"@linkup"	"9/2/2014 10:56:01 AM"	2	18.3005436910201	"HourId:2014090210,DayId:20140902,WeekId:201436,MonthId:201409"	"IsVerified:false"	10	"9/2/2014"
"1948"	506889922658070528	"@squawkalley #nailthenumber my estimate 313,300 jobs added.  @williameavera"	"@williameavera"	"9/2/2014 12:42:29 PM"	1	1.94591014905531	"HourId:2014090212,DayId:20140902,WeekId:201436,MonthId:201409"	"IsVerified:false"	313.3	"9/2/2014"
"1949"	506890397021642752	"@squawkstreet #nailthenumber 240k"	"@rpjcfa"	"9/2/2014 12:44:22 PM"	1	1.09861228866811	"HourId:2014090212,DayId:20140902,WeekId:201436,MonthId:201409"	"IsVerified:false"	240	"9/2/2014"
"1950"	506896511859712000	"176000 non-farm jobs in august #nailthenumber"	"@dorsett_rob"	"9/2/2014 1:08:40 PM"	1	1.79175946922806	"HourId:2014090213,DayId:20140902,WeekId:201436,MonthId:201409"	"IsVerified:false"	176	"9/2/2014"
"1951"	506909788265934848	"@squawkstreet  #nailthenumber  247,000"	"@treppei"	"9/2/2014 2:01:26 PM"	1	5.74620319054015	"HourId:2014090214,DayId:20140902,WeekId:201436,MonthId:201409"	"IsVerified:false"	247	"9/2/2014"
"1952"	506923693344579584	"@squawkstreet 241k #nailthenumber"	"@brad_gregory"	"9/2/2014 2:56:41 PM"	1	4.93447393313069	"HourId:2014090214,DayId:20140902,WeekId:201436,MonthId:201409"	"IsVerified:false"	241	"9/2/2014"
"1953"	506980161401921536	"@squawkstreet 243k #nailthenumber"	"@matthewmclain"	"9/2/2014 6:41:04 PM"	1	3.43398720448515	"HourId:2014090218,DayId:20140902,WeekId:201436,MonthId:201409"	"IsVerified:false"	243	"9/2/2014"
"1954"	507003884490215424	"@squawkstreet #nailthenumber 231000"	"@jimmy412thomas"	"9/2/2014 8:15:20 PM"	1	2.484906649788	"HourId:2014090220,DayId:20140902,WeekId:201436,MonthId:201409"	"IsVerified:false"	231	"9/2/2014"
"1955"	507010505127755776	"#nfpguesses 313k"	"@freemrktcptlst"	"9/2/2014 8:41:38 PM"	1	6.54965074223381	"HourId:2014090220,DayId:20140902,WeekId:201436,MonthId:201409"	"IsVerified:false"	313	"9/2/2014"
"1956"	507015619208679424	"#nfpguesses 303k"	"@lalaruza74"	"9/2/2014 9:01:58 PM"	1	4.70048036579242	"HourId:2014090221,DayId:20140902,WeekId:201436,MonthId:201409"	"IsVerified:false"	303	"9/2/2014"
"1957"	507071458812911616	"@squawkstreet  #nailthenumber 274,000"	"@psbfoto"	"9/3/2014 12:43:51 AM"	1	5.33271879326537	"HourId:2014090300,DayId:20140903,WeekId:201436,MonthId:201409"	"IsVerified:false"	274	"9/3/2014"
"1958"	507108678986919936	"#nailthenumber  232,000 nfp  @squawkstreet"	"@gottleaber"	"9/3/2014 3:11:45 AM"	1	1.6094379124341	"HourId:2014090303,DayId:20140903,WeekId:201436,MonthId:201409"	"IsVerified:false"	232	"9/3/2014"
"1959"	507121331519758336	"@squawkstreet  #nailthenumber 233,000"	"@homesllc"	"9/3/2014 4:02:01 AM"	1	2.30258509299405	"HourId:2014090304,DayId:20140903,WeekId:201436,MonthId:201409"	"IsVerified:false"	233	"9/3/2014"
"1960"	507122330569408512	"@squawkstreet  #nailthenumber 308,000"	"@nedracingllc"	"9/3/2014 4:06:00 AM"	1	3.09104245335832	"HourId:2014090304,DayId:20140903,WeekId:201436,MonthId:201409"	"IsVerified:false"	308	"9/3/2014"
"1961"	507139660293091328	"it is what it is @squawkstreet and so we #nailthenumber with a semi-strategically placed prediction of 219,000"	"@matthewmclain"	"9/3/2014 5:14:51 AM"	1	3.43398720448515	"HourId:2014090305,DayId:20140903,WeekId:201436,MonthId:201409"	"IsVerified:false"	219	"9/3/2014"
"1962"	507142599627382784	"@squawkstreet 181000 #nailthenumber"	"@jmcgarry05"	"9/3/2014 5:26:32 AM"	1	6.05208916892442	"HourId:2014090305,DayId:20140903,WeekId:201436,MonthId:201409"	"IsVerified:false"	181	"9/3/2014"
"1963"	507146337721139200	"#nailthenumber 240,000 is my #. folks would be shocked to learn how employment is calculated!! what a joke!!"	"@rjshsif"	"9/3/2014 5:41:23 AM"	1	1.6094379124341	"HourId:2014090305,DayId:20140903,WeekId:201436,MonthId:201409"	"IsVerified:false"	240	"9/3/2014"
"1964"	507153873300373504	"@squawkstreet #nailthenumber 264,000"	"@rpjcfa"	"9/3/2014 6:11:20 AM"	1	1.09861228866811	"HourId:2014090306,DayId:20140903,WeekId:201436,MonthId:201409"	"IsVerified:false"	264	"9/3/2014"
"1965"	507158081747554304	"@squawkstreet #nailthenumber 218000 jobs"	"@grunegrout"	"9/3/2014 6:28:03 AM"	1	2.70805020110221	"HourId:2014090306,DayId:20140903,WeekId:201436,MonthId:201409"	"IsVerified:false"	218	"9/3/2014"
"1966"	507159037193232384	"@squawkstreet 265k #nailthenumber"	"@brad_gregory"	"9/3/2014 6:31:51 AM"	1	4.9416424226093	"HourId:2014090306,DayId:20140903,WeekId:201436,MonthId:201409"	"IsVerified:false"	265	"9/3/2014"
"1967"	507170701808521216	"@squawkstreet#nailthenumber 281,000"	"@rscavette"	"9/3/2014 7:18:12 AM"	1	0	"HourId:2014090307,DayId:20140903,WeekId:201436,MonthId:201409"	"IsVerified:false"	281	"9/3/2014"
"1968"	507178482800283648	"@squawkstreet #nailthenumber 275,000 august jobs."	"@davidwmorris1"	"9/3/2014 7:49:07 AM"	1	0	"HourId:2014090307,DayId:20140903,WeekId:201436,MonthId:201409"	"IsVerified:false"	275	"9/3/2014"
"1969"	507180606955220992	"@squawkstreet #nailthenumber 197,000"	"@thomasamaurice"	"9/3/2014 7:57:34 AM"	1	4.11087386417331	"HourId:2014090307,DayId:20140903,WeekId:201436,MonthId:201409"	"IsVerified:false"	197	"9/3/2014"
"1970"	507180721966821376	"@squawkstreet #nailthenumber 217,000"	"@liznagata"	"9/3/2014 7:58:01 AM"	1	2.94443897916644	"HourId:2014090307,DayId:20140903,WeekId:201436,MonthId:201409"	"IsVerified:false"	217	"9/3/2014"
"1971"	507180730439729152	"@squawkstreet #nailthenumber  214,000"	"@bparrott7"	"9/3/2014 7:58:03 AM"	1	5.46383180502561	"HourId:2014090307,DayId:20140903,WeekId:201436,MonthId:201409"	"IsVerified:false"	214	"9/3/2014"
"1972"	507180776690311168	"@squawkstreet #nailthenumber up 310,000"	"@bradloncar"	"9/3/2014 7:58:14 AM"	1	8.29054350077274	"HourId:2014090307,DayId:20140903,WeekId:201436,MonthId:201409"	"IsVerified:false"	310	"9/3/2014"
"1973"	507180792054038528	"309,000 @squawkstreet #nailthenumber #nfp"	"@4xtr8r"	"9/3/2014 7:58:18 AM"	1	5.57594910314632	"HourId:2014090307,DayId:20140903,WeekId:201436,MonthId:201409"	"IsVerified:false"	309	"9/3/2014"
"1974"	507180829425287168	"#nfpguesses #nailthenumber +313k"	"@freemrktcptlst"	"9/3/2014 7:58:27 AM"	1	6.5510803350434	"HourId:2014090307,DayId:20140903,WeekId:201436,MonthId:201409"	"IsVerified:false"	313	"9/3/2014"
"1975"	507180847372697600	"#nailthenumber    187,000"	"@emandbretsmum"	"9/3/2014 7:58:31 AM"	1	1.94591014905531	"HourId:2014090307,DayId:20140903,WeekId:201436,MonthId:201409"	"IsVerified:false"	187	"9/3/2014"
"1976"	507180864468701184	"#nailthenumber 216,000"	"@jjsandersjj"	"9/3/2014 7:58:35 AM"	1	1.6094379124341	"HourId:2014090307,DayId:20140903,WeekId:201436,MonthId:201409"	"IsVerified:false"	216	"9/3/2014"
"1977"	507180885092089856	"@squawkstreet 211,000 #nailthenumber"	"@theretailtrader"	"9/3/2014 7:58:40 AM"	1	4.21950770517611	"HourId:2014090307,DayId:20140903,WeekId:201436,MonthId:201409"	"IsVerified:false"	211	"9/3/2014"
"1978"	507180901743075328	"@squawkstreet 189,000 #nailthenumber"	"@mikeyvioli"	"9/3/2014 7:58:44 AM"	1	4.78749174278205	"HourId:2014090307,DayId:20140903,WeekId:201436,MonthId:201409"	"IsVerified:false"	189	"9/3/2014"
"1979"	507180908852441088	"@squawkstreet #nailthenumber 292,000"	"@jrg6887"	"9/3/2014 7:58:46 AM"	1	4.53259949315326	"HourId:2014090307,DayId:20140903,WeekId:201436,MonthId:201409"	"IsVerified:false"	292	"9/3/2014"
"1980"	507180913344925696	"#nailthenumber 197000"	"@rogerfaubel"	"9/3/2014 7:58:47 AM"	1	1.94591014905531	"HourId:2014090307,DayId:20140903,WeekId:201436,MonthId:201409"	"IsVerified:false"	197	"9/3/2014"
"1981"	507180916352245760	"@squawkstreet#nailthenumber 235000"	"@jimmy412thomas"	"9/3/2014 7:58:48 AM"	1	2.484906649788	"HourId:2014090307,DayId:20140903,WeekId:201436,MonthId:201409"	"IsVerified:false"	235	"9/3/2014"
