"","Month","Prediction","L1","Win","DWin"
"1","201302","144.219511152603","91.780488847397","FALSE","FALSE"
"2","201303","145.673113655881","57.673113655881","TRUE","TRUE"
"3","201304","107.443543028782","57.556456971218","FALSE","FALSE"
"4","201305","130.973143369834","44.026856630166","FALSE","FALSE"
"5","201306","156.187466948611","38.812533051389","FALSE","FALSE"
"6","201307","161.01281205394","0.987187946060004","TRUE","TRUE"
"7","201308","158.663060694513","10.336939305487","TRUE","TRUE"
"8","201309","168.911048404035","20.911048404035","TRUE","TRUE"
"9","201310","119.462041355829","84.537958644171","FALSE","FALSE"
"10","201311","183.064371337896","19.935628662104","FALSE","FALSE"
"11","201312","172.283418899731","98.283418899731","TRUE","TRUE"
"12","201401","126.109970658942","13.109970658942","TRUE","TRUE"
"13","201402","136.710989648237","38.289010351763","FALSE","FALSE"
"14","201403","168.342161077693","23.657838922307","FALSE","TRUE"
"15","201404","183.174633186412","104.825366813588","FALSE","FALSE"
"16","201405","182.03074399208","34.96925600792","FALSE","FALSE"
"17","201406","234.476576784991","53.523423215009","TRUE","TRUE"
"18","201407","222.013004286532","13.013004286532","TRUE","TRUE"
"19","201408","206.526956331354","64.526956331354","TRUE","TRUE"
"20","201409","198.404548609144","49.595451390856","FALSE","FALSE"
"21","201410","221.692096981021","7.692096981021","TRUE","TRUE"
"22","201411","209.719799771641","111.280200228359","FALSE","FALSE"
"23","201412","242.045822485538","9.954177514462","TRUE","TRUE"
"24","201501","234.644649960138","765.355350039862","TRUE","TRUE"
