Label,NumTweets_Month1,NormalizedNumTweets_Month1,NumTweetsText_Month1,NormalizedNumTweetsText_Month1,NumTweetsTitle_Month1,NormalizedNumTweetsTitle_Month1,NumTweetsVerified_Month1,NormalizedNumTweetsVerified_Month1,NumTweets_Month2,NormalizedNumTweets_Month2,NumTweetsText_Month2,NormalizedNumTweetsText_Month2,NumTweetsTitle_Month2,NormalizedNumTweetsTitle_Month2,NumTweetsVerified_Month2,NormalizedNumTweetsVerified_Month2,NumTweets_Month3,NormalizedNumTweets_Month3,NumTweetsText_Month3,NormalizedNumTweetsText_Month3,NumTweetsTitle_Month3,NormalizedNumTweetsTitle_Month3,NumTweetsVerified_Month3,NormalizedNumTweetsVerified_Month3,NumTweets_Month4,NormalizedNumTweets_Month4,NumTweetsText_Month4,NormalizedNumTweetsText_Month4,NumTweetsTitle_Month4,NormalizedNumTweetsTitle_Month4,NumTweetsVerified_Month4,NormalizedNumTweetsVerified_Month4,NumTweets_Week1,NormalizedNumTweets_Week1,NumTweetsText_Week1,NormalizedNumTweetsText_Week1,NumTweetsTitle_Week1,NormalizedNumTweetsTitle_Week1,NumTweetsVerified_Week1,NormalizedNumTweetsVerified_Week1,NumTweets_Week2,NormalizedNumTweets_Week2,NumTweetsText_Week2,NormalizedNumTweetsText_Week2,NumTweetsTitle_Week2,NormalizedNumTweetsTitle_Week2,NumTweetsVerified_Week2,NormalizedNumTweetsVerified_Week2,NumTweets_Week3,NormalizedNumTweets_Week3,NumTweetsText_Week3,NormalizedNumTweetsText_Week3,NumTweetsTitle_Week3,NormalizedNumTweetsTitle_Week3,NumTweetsVerified_Week3,NormalizedNumTweetsVerified_Week3,NumTweets_Week4,NormalizedNumTweets_Week4,NumTweetsText_Week4,NormalizedNumTweetsText_Week4,NumTweetsTitle_Week4,NormalizedNumTweetsTitle_Week4,NumTweetsVerified_Week4,NormalizedNumTweetsVerified_Week4,OneMonthBefore,TwoMonthBefore,ThreeMonthBefore
133188,857157,1.735641564,788858,1.597344165,68299,0.138297398,1619,0.003278284,165613,0.402817066,122514,0.297988262,43099,0.104828804,268,0.000651851,73811,0.199754809,55948,0.151412148,17863,0.048342661,538,0.00145599,82152,0.258699198,61753,0.194462114,20399,0.064237084,1196,0.003766241,418667,3.046933904,396793,2.887741438,21874,0.159192466,944,0.006870151,206655,1.589873983,188649,1.45134711,18006,0.138526873,923,0.007100983,124056,1.010672446,106479,0.867474297,17577,0.143198149,146,0.001189448,247958,2.006457356,234031,1.893761126,13927,0.112696229,109,0.00088202,132828,132632,132468
133414,754828,1.345782729,630485,1.124091613,124343,0.221691116,2608,0.004649803,845295,1.720576202,779535,1.586723416,65760,0.133852786,1569,0.003193659,159505,0.389794307,118385,0.289306286,41120,0.100488022,253,0.000618275,72445,0.197352112,54841,0.149395916,17604,0.047956195,538,0.001465601,217320,1.413270383,182101,1.184234999,35219,0.229035384,766,0.004981433,187332,1.256207879,161296,1.081616094,26036,0.174591785,366,0.002454317,254716,1.780745111,211959,1.481826635,42757,0.298918477,445,0.00311104,166407,1.219724401,145912,1.069500843,20495,0.150223558,1053,0.007718244,133188,132828,132632
133657,1961522,3.178386244,1856651,3.008456697,104871,0.169929546,2137,0.003462725,747016,1.325563486,623681,1.106708237,123335,0.218855249,2586,0.0045888,857157,1.735641564,788858,1.597344165,68299,0.138297398,1619,0.003278284,165613,0.402817066,122514,0.297988262,43099,0.104828804,268,0.000651851,1310708,7.974859298,1277146,7.770654985,33562,0.204204314,653,0.003973107,427880,2.690561529,397406,2.498937307,30474,0.191624222,714,0.004489719,278065,1.762157949,252162,1.598005044,25903,0.164152904,444,0.002813724,88637,0.563443581,67162,0.426932294,21475,0.136511286,368,0.002339285,133414,133188,132828
133753,2558511,3.627925476,2348780,3.330530453,209731,0.297395023,2260,0.003204642,1961522,3.178386244,1856651,3.008456697,104871,0.169929546,2137,0.003462725,747016,1.325563486,623681,1.106708237,123335,0.218855249,2586,0.0045888,857157,1.735641564,788858,1.597344165,68299,0.138297398,1619,0.003278284,139173,0.729131631,102470,0.536843484,36703,0.192288147,543,0.002844794,265345,1.437545373,152065,0.823834393,113280,0.613710979,461,0.002497535,187843,1.026436436,126030,0.688669708,61813,0.337766728,727,0.003972569,905064,5.155444163,868617,4.947834012,36447,0.207610151,615,0.003503176,133657,133414,133188
133863,1349981,1.792018106,944841,1.254219266,405140,0.53779884,3002,0.003984973,1677499,2.370239384,1467009,2.072825384,210490,0.297414,2267,0.003203181,2221369,3.592622842,2115644,3.421633668,105725,0.170989174,2174,0.003516013,750588,1.322733905,628068,1.10682137,122520,0.215912535,2630,0.004634753,182671,0.926314135,136438,0.691869251,46233,0.234444884,467,0.00236813,604288,3.116862753,554153,2.858270966,50135,0.258591788,562,0.002898745,371035,1.937266675,126658,0.661313144,244377,1.275953531,1472,0.007685681,208396,1.062789417,133038,0.678474531,75358,0.384314885,604,0.003080313,133753,133657,133414
133951,1028663,1.109261975,842577,0.908595553,186086,0.200666422,1525,0.001644489,1349981,1.792018106,944841,1.254219266,405140,0.53779884,3002,0.003984973,1677499,2.370239384,1467009,2.072825384,210490,0.297414,2267,0.003203181,2221369,3.592622842,2115644,3.421633668,105725,0.170989174,2174,0.003516013,140590,0.540884713,82085,0.31580142,58505,0.225083293,673,0.002589198,158259,0.64441377,109004,0.443852663,49255,0.200561107,540,0.002198822,248969,1.017262936,200469,0.819096689,48500,0.198166247,437,0.001785539,621857,2.797566188,580329,2.610742965,41528,0.186823222,232,0.001043705,133863,133753,133657
134111,2683231,2.546441268,1461690,1.387173798,1221541,1.15926747,2112,0.002004331,1033337,1.105598947,847494,0.906759822,185843,0.198839125,1595,0.001706539,1348538,1.78339355,942516,1.246443893,406022,0.536949656,2988,0.003951524,1419856,1.997695382,1208494,1.700315302,211362,0.29738008,2226,0.003131916,2162807,7.537856451,1092441,3.807396332,1070366,3.730460119,679,0.002366464,172843,0.606656114,122050,0.428379389,50793,0.178276725,344,0.001207395,247554,0.900366615,186685,0.678982935,60869,0.22138368,739,0.002687781,169417,0.680695735,119567,0.480404841,49850,0.200290894,388,0.001558934,133951,133863,133753
134261,536779,0.454717112,403323,0.341663645,133456,0.113053467,3347,0.002835316,2680349,2.538577086,1456879,1.379820182,1223470,1.158756903,2056,0.001947252,1036677,1.102867818,849557,0.903800388,187120,0.19906743,1653,0.001758542,1353215,1.780407837,946203,1.244907303,407012,0.535500534,3024,0.003978639,125306,0.397511627,89551,0.284085069,35755,0.113426557,1108,0.003514938,113903,0.365723111,77262,0.248075108,36641,0.117648003,697,0.002237948,155120,0.502968461,131364,0.425940877,23756,0.077027584,862,0.00279499,167861,0.564058536,132343,0.444708412,35518,0.119350123,1019,0.003424117,134111,133951,133863
134422,2959864,2.340355513,2697215,2.132679743,262649,0.20767577,5806,0.004590787,536779,0.454717112,403323,0.341663645,133456,0.113053467,3347,0.002835316,2680349,2.538577086,1456879,1.379820182,1223470,1.158756903,2056,0.001947252,1036677,1.102867818,849557,0.903800388,187120,0.19906743,1653,0.001758542,169200,0.500624301,98120,0.290314754,71080,0.210309547,894,0.002645143,233320,0.714161093,162950,0.498768002,70370,0.215393092,742,0.002271162,442248,1.333445899,371079,1.118860392,71169,0.214585507,2922,0.00881028,2282869,7.276030113,2215441,7.061121523,67428,0.21490859,3133,0.009985594,134261,134111,133951
134647,2061202,1.491082234,1692285,1.224206118,368917,0.266876116,5856,0.004236255,2966730,2.343024032,2702350,2.134225559,264380,0.208798473,5833,0.004606708,543383,0.458377761,411277,0.346938035,132106,0.111439726,3542,0.0029879,2676488,2.529933984,1452355,1.37282972,1224133,1.157104264,2004,0.001894269,298202,0.793575858,248345,0.660896293,49857,0.132679565,892,0.002373792,390179,1.077839564,300507,0.830127541,89672,0.247712023,2800,0.007734785,1227656,3.491597057,1060080,3.01499134,167576,0.476605717,1183,0.00336459,141625,0.409295968,78675,0.227370593,62950,0.181925374,938,0.002710818,134422,134261,134111
